text,star
인간의 내면과 본성? 배우자 냅두고 다른 여자 임신시키는게 인간의 내면과 본성? 그냥 지들이 저질 싸구려 인생 사는걸 모든 인간들은 조금씩 다 그렇다고 포장하려 함 찔리는 인간들 합리화하긴 딱 좋겠네ㅋㅋ영화내내 불쾌...,1
감동도 즐거움도 없었을 뿐더러 무슨 교훈을 담고 있는 건지....? 코미디라고 하더라도 결말이 찝찝하네요. 보는 내내 불편했습니다.,1
코믹영화인척 SNS에 알바 판치는거 같은데 내용 전반적으로 너무 무겁습니다. 코믹영화인줄 알고 가족끼리 보러갔는데 돈 너무 아까웠습니다.,1
뭔가 찝찝한게 그닥 기분이 좋지는 않아요,1
불쾌한영화 어처구니없는 설정,1
노잼이예요 입소문났다는거 보고 봤는데 이런낭패가..,2
양심 없는 쓰레기자식들.. 제작비용 출연료에 필름값 밖에 안나옴.. 진짜 필름값 대비 이딴영화 흥행시키면 한국영화는 퇴보될수 밖에 없음.. 내용도 그지같아서 아침 막장 3류드라마 보는것 같은 느낌이였다.. 진짜 이딴...,1
혐오로 가득 찬 영화. 노잼,1
예상 가는 이야기였고 보고나서 찝찝하다.,4
아이디어는 좋으나.. 처음부터 끝까지 괴롭게 지루하던데.. 평점 좋다고 이 영화 보자고 친구 끌고간게 미안할뿐.. 남들은 왜 재밌다고 하는지 신기하네요,2
재밌다고해서 봤는데. 진짜 찝찝한영화네요. 불륜천국,2
두시간동안 술자리에서 친구들이 싸우고 신경전 벌이는걸 지켜보는 기분이다.가끔씩 웃음포인트라도 없었으면 숨막혀죽을뻔,1
오늘도 알바들이 열일하는중,1
"조진웅이랑 결혼하고싶어진다는 사람은 뭐지ㅋㅋㅋㅋ집안을 말아먹고 싶으시다는 건가요? 전체적으로 동성애, 불륜을 유머로 삼는게 전부인 정말 기분나쁜 영화였습니다^^",1
이게 재밌냐ㅉㅉ어휴. ㅗ,1
돈내고 영화관에서 보기엔 아깝다.  기발한 소재인듯하나  진부하다.. 시간이 지날수록 남는게 없다.,1
공감1도안됨 쓰레기천지 보는내내 지루하고 불편함차라리 보헤미안랩소디를 2번볼걸 ㅜㅜ,1
"재밌게 보긴 핬으나 메시지가 별로임.불륜 옹호, 게이 옹호 ,비밀은 들키지 말자 이건가? ㅉㅉ",1
불륜 미화에 퀴어를 웃음거리로 삼아놓고 마지막엔 그게 누구나 안고가는 비밀이고 남자들 사이에선 의리인 마냥ㅋㅋ 진짜 더럽고 불쾌했습니다 비혼 결심하게 되는 영화네요 아 내 9000원;,1
"정말... 기대하고 가면 후회하는 영화... 블랙코미디라고 느껴지지 않는 풍자같지도 않은 풍자들, 여성을 바라보는 시선, 동성애에 대한 조롱이 한가득... 그걸 풍자하고 싶었다고!! 라고 이제와 말한다해도 영화로서 ...",1
2시간동안 쓰레기통만 들여다 보고 온듯함.,1
정말 재미없네요.평점보고 낙였네요. ㅜㅜ,2
이걸 보라고하다니 12000원내놔!!!알바엄청푼듯...ㅜㅜ,2
이태리 원작을 한국문화처럼 가장해  보여준영화? 그냥 이태리 영화로 상영하지 ㅉㅉ 제발 말도안되는 설정에 헛웃음만 나온다.,1
노잼... 보헤미안 볼걸,1
오바작작하지 ㅡㅡ^^^,1
연기도 흐름도 억지스러워 불편하고 답답ㅋㅋㅋㅋ평점 무엇,1
재미없음  할인해서 둘이 12000원으로 봤는데24000으로 봤음 땅을치고 후회할뻔 솔까 난 돈아까웠음암수살인보다 더 별로,1
뭐가 웃긴지 잘 모르겠고 기분만 불쾌함,1
"한국스러운 수준의 영화. 처음부터 꼰대스러운 대사로 시작, 내내 불편한 내용만. 다들그냥 별생각없이 유해진 코믹 연기만 봣는지ㅋ누구나 비밀은 있다- 라는 재밌는 주제로 고작 막장 불륜 스토리밖에 풀어낼수없었던 아쉬운...",1
"아재들의 대화란 이런 것인가... 아무튼, 인간이란..참... 보는 내내 씁쓸했다. 최소한 사람 대 사람으로 서로에게 못할 짓은 하지 말자..한 커플 때문에 마지막에 불쾌감이 더 더해졌다..",4
연출도 세련되고 카메라 음향 다 좋음 배우들 연기도 찰지고 근데 뭔가 찝찝해서 웃어야 하나 말아야 하나 싶은 부분이 많았다 이게 풍자인지 미화인지 헷갈렸달까 불륜을 눈감아주는 남자들을 비판한건지 의리로 포장한건지 모...,5
글쎄...딱히...몇번 웃긴 했으나,2
그닥..넘 기대했네ㅋㅋㅋㅋ,2
유쾌하지만은 않았던..재밌는 요소들이 있었지만 왠지 보고 나와서 기분이 좋진 않았어요ㅠ_ㅠ,2
재밌대서 봤는데 저는 재미없었어요,2
그냥 막장 드라마 수준...이게 재밌다고요??,4
왜 다 십점이어요?   이상해서,6
이게 왜 1순위인지 모를정도로 재미없었어요! 유해진 나오는 부분 중에 웃긴 장면이 있긴했지만 그게 끝인 영화..,1
"진짜 재미없는데 왜 재밌다고하지 ,,,,  영화보고 나오면서 돈 아깝긴 처음인딩 ,,",1
재규야 정신 좀 차려라. 시대흐름 못읽냐 주변 사람들 표정 장난아니였다. 다들 불쾌한 표정,1
여혐 좀 있어요. 별루임,1
빵빵 터지는 대사와 의외의 캐스팅 모두완벽!!,10
노잼...바람폈던 남자친구나여자친구에게 상처받으셨던 분들이 보면불쾌해지는 영화입니다...감동도없고 팩트도없고 가끔 유해진 연기가 코믹하긴했으나 더럽고 돈아까운 영화,1
대화 핑퐁만으로 115분 끌어가는데 지루함은 없음. 남자/여자의 이미지에 대한 일반화좀 그만했으면. 중간중간 유머코드는 있지만 전체적으로 분위기는 암울. 남자 캐릭터 대다수가 정상이 아님.,3
나는 도대체 왜 이 영화가 9점대 인지 모르겠다. 다들 그렇게들 비밀이 많고 숨기고 싶은 것들이 많으신가보네요~,1
웨케 평점높음?ㅇ? 이유가뭐지,3
이게 왜 평점이 9점대인지 정말 이해가 안간다 개연성도 떨어지고 화내고 울고 하는 부분들도 억지스럽고 보는 내내 기분더러운 영화재밌다고 하는 사람들 이해가 안가네,1
불쾌하던데 이게 재밌어요? 가끔 웃긴거지 상황이 재밌진않은데,2
"유해진님 덕분에 웃고,염정아님 덕분에 울고.재밌고 결말 찝찝 영화 굳이 추천하진 않습니다",5
"여혐 요소, 퀴어 혐오 요소가 가득한 영화",1
댓글 알바 풀어놨나봐ㅋㅋㅋㅋ?,1
한국 사회의 전형적인 꼰대스러움의 결정체,1
왜 전화 건 사람들은 뭘 저렇게 말을 다 쏟아내냐 ㅋㅋㅋㅋ,1
평점 몇페이지 넘겨보니까 1점짜리가 맞는 평점임. 알바 겁나 풀었다 진짜!,1
"어쩜이리 싫어하는 요소만 싹다 모아놨는지 보는내내 불편해 어디서 재미를 느껴야할지 도저히공감안됨.다들 무시할뿐,영화메세지는 지극히 당연한 내용인데 그걸 이런영화 보고서야새삼스레 생각하게한다고 말하는거보면 웃음만 나옴...",1
IPTV에서 공짜로 틀어줘도 안볼영화임...,1
뻔하고 진부한 스토리.. 불쑥 터지는 유머와 노련한 배우들의 연기는 찰지긴 하지만 기억에 오래 남을 영화는 아니였습니다.,4
별루..왜 9점인지 모르겟음;;보헤미안랩소디볼걸,6
이정도호 인기있을 영화인가 싶음.. ; 이서진 연기도 넘 어색하고..,6
0점 주고 싶어요 가족들이랑 봤는데  공감 하나도 안되고 이거 재밌단 사람들은 불륜이라도 한 사람들인가 걍 내용 더럽고 진짜 같이 본 가족들 다 욕했어요 대사 너무 더럽고 불쾌합니다,1
인생 최악의 영화 top3 안에 든 영화. 평점이 놀랍네... 도대체 어느부분이 웃음 포인트인지? (키티옷 말고 뭐가 더 있는지 모르겠다) 보는내내 불쾌한 부분은 일일이 말할 수 없을 정도로 많았고 뭘 말하고 싶은지...,1
별 하나도 아까움 그래서 영화가 주는 교훈이 뭔지 모르겠음그래봤자 각 배우자들한테 해서는 안될 짓 해놓고서는 모르는게 약이라고 교훈 주는 클라스부터 말 다했음바람피면 눈감아주는게 남자들의 우정인가웬만하면 안다는데 진...,1
보는내내 불편하고 짜증나는 영화에요. 왠만해서는 영화평점 안남기는데 이렇게 불편하고 답답한 영화를 왜9점대를 줬는지 이해가 안가네요 돈주고 본게 아깝습니다.,1
이 영화를 가장 좋아하는 그룹은,1
방금 보고 왔는데 제 스타일은 아니라서 지루했네요....,1
노잼이었습니다 개인적으로..,2
걍 저질임 영화내용자체가 저급함 재밌다고 쳐웃으며 본 놈들 수준 잘 알겠음ㅋㅋ,1
스토리 전개가 너무 낮은 급이네요,6
개지루했음. 사람마다 이렇게취향이 다르구나....,1
영화 알바 제대로 풀었구나,1
서로를 너무 잘 안다고 생각해도 사실 우리는 서로에게 완벽한 타인. 신선하고 씁쓸했다.,8
이서진의 연기변신이 자기옷을 입은듯ㅋ조진웅은 뭔가 짠한 영화.,9
의도는 좋은데 시나리오 진짜 엉성하네  대사수준도 ... 뭔가 억지로 틀에 맞추려는,1
이게 편하게 개그로 읽힌다면 진짜 무지하고 수준낮은거임.. 온갖 혐오가 쏟아지는데 이게 재밌다고?,1
알고보면 조진웅이 진국이네..,10
이딴게 9점대라니...놀랍다..,1
"연인들끼리 보지마세요.보다가는 싸움,헤어짐,의심 당할수도있어요ㅋㅋ초면에는 재밌어서 웃기도했지만 보면볼수록 가관이예요.불륜,성희롱,임신,의심 진짜..할말이없어서 정색하고 봄...마지막에 나온 말이 제일 추악함",1
"불편하다. 대인관계에는 물론 선의의 거짓말이 필요하며, 모르는게 약 일때도 있다.   하지만 거짓과 기만을 좋은것이라 포장하고 있는 이 영화는 상당히 불편하다. 이기를 이타라고 어필하지 말기를.",1
보고난 후 이렇게 불쾌하고 찝찝한 영화도 없었다기분이 더러워져서 괜히 봤다는 생각함,1
처음엔 웃겼는데 갈수록 머리가 아파지고 기분 나빠지는 영화였어요. 진실되고 아름답게 사는 사람들이 더 많은데 그냥 더러운 비밀들을 합리화 한 것 같은 저질영화..그 와중에 조진웅 캐릭터는 따뜻하더라고요!,1
재밌다는 평 듣고 봤는데?나는 별로였다,2
"중간에는 너무 재밌었으나 끝난뒤에는 너무 찝찝했던 영화.. 오래된 커플이나 부부들이 보러가면 괜히 의심들게 만드는 영화,,",7
보고나면 뭐지? 싶은 재미있는 것도 없는것도 아닌.난 조조로 봤지만 그닥 추천하고 싶진 않고. 따분한 일요일 오후 단막극 또는 다큐 드라마로 볼법한 내용.,5
평점에 사기당함 ...,1
이게 뭐가 재밌는지 ... ㅁㅊ,1
관람객평보고 너무 기대한탓일까..중간중간 웃긴장면은 있었으나 어디서 웃어야할지.. 뭔가 찝찝한 내용..뭘보여주고 싶은건지..의미를 부여하고 우리에게  어떤 메시지를 전달하고자 했던것일까.. 어쩌라는건지..,4
별로  개노잼  봇노잼 이상함,1
전형적인 한국 아저씨들이나 웃길 웃음포인트,1
저질영화 배우님들이 이 영화를 왜 선택했는지 모르겠음,1
추석연휴 영화 중에서 제일 재미있네요.,9
와 진짜 연기력쩐다-.... 눈앞에서생생하게 같이 식사하고있는듯한 기분... 진짜 다 연기 너무 잘함,10
이 영화를 보고 공감이 안간다면 인생 잘 살고 있는거고 밑도 끝도 없이 기분이 나쁘다면 인생을 한번 돌아보시길 바랍니다.,10
커플이나 부부가 같이 보면 영화본 날이 둘의 마지막 날이 될수 있는 영화. 그래서 혼자 조용히 개심각해짐.,1
"재미도 없고 기분만 더러워지는 영화, 내가 봤을때 하나도 안 웃기고 무슨 메시지를 전하는지도 모르겠다.그리고 평점은 왜이렇게 높은건지, 내 돈보다 이 영화를 만드는 비용이 더 아까울 것 같다.",1
인위적인웃음 배우들의 연기때메 잠시웃긴했으나 너무 억지스러웠음,6
작중 캐릭터들이 거의 폐륜급..  감독이 도대체 뭘 의도한 건지.. 누가봐도 저게 비정상인데 우리 다 내면엔 그렇게 살잖아~~ 하니까 내가 이상한건가 싶음,1
재미없는것보다 더 용서안되는 저질스러움.저런사람들만 있다면 인생우울할듯.다보고 기분나쁨.바르게사는삶도 있는데 웃어넘기라고 만든영화?그렇게볼수도 있지만.. 결혼한 내친구 둘이나 너무재밌다고 추천해줬다니..세상 불쾌한 ...,1
조진웅이 진짜 멋진 남편이네. 정신과 치료의 원인 중 하나도 40년지기새끼가 자기마누라랑 통수치고있는거 알고있었던거 아닐까싶음. 딸한테 피임잘하라고 한것도 그렇고,10
결국 조진웅은 자기마누라가 친구랑 바람난거 알고잇엇네,10
다시보는데도 염정아배우 연기는 진짜 끝내줬다.,10
불륜의 삼중주 ㅋㅋ  그냥 사랑과 전쟁 본 느낌,1
외국영화 퍼펙트 스트레인저스 하고 99% 똑같네요.   감독이 양심이 ㄷㄷ,1
더러워요 그래서 말하고 싶은게 불륜이 뭐 어떻다고??이게 남자들의 우정...??,1
조진웅이 알고 있었다고 하는데 그게 어떤 장면에서 나오나요??,10
누구나 다비밀은있다는건 공감대는 많이  간다만ㅋ영화는 너무극단적이고 자극적인 예시네 ㅋ게이한명 바람두명피고 임신시키고 친구 마누라랑바람피고 사기20억당하고ㅋ  이럴일이 과연있을까?ㅋ딱염정아가 소월이한테 재수없다고씹는...,10
평점이 왜 이렇게 높은지 모르겠다. 딴에는 솔직한 느낌을 주고 싶었던 것 같은데 대사는 유치하고 저급하기만 하고.. 웃긴 것도 아니고 스릴 있는 것도 아니고 언제 재밌어지나 기다리는데 영화가 끝남. 결말도 어이없음....,1
"그래서 불륜은 아내, 남편 모르게 몰래 하면 괜찮다는건가? 진심 별로였던 영화",1
0점 없나..내돈 내시간 내놔,1
재미 드럽게 없다 집자랑하고 잘난척하는것처럼 보임,1
정말 재미없네요. 왠만하면 평점 안쓰는데 너무 재미없고 기분도 나쁘고 스트레스 쌓이네요. 평점에 낚였습니다.,1
댓글들 보면 기분이 더럽다고 하는 댓글들 많은데... 실상 우리들 대부분이 앞면과 뒷면이 달라 그래서 자기들 모습보는것같아 기분 더러운거야 ㅋ 뒷면을 숨기고 앞면만 서로 보여줬을때 이영화 결말처럼 아무일없듯이 서로가...,8
나만 재미없나... 걍 밥먹다가 불륜 들키고 뒷담 까는거 들키고...,1
재미는 있었는데 아무리 친구라도 불륜에 임신에 별로 좋은소재는 아닌듯,7
이건 절대 코미디 영화가 아님. 인간의 민낯을 보여주는 현실다큐,8
올 해 영화중에 가장 재미있는 작품인듯 합니다.역시 믿고보는 배세영 작가님의 작품,10
오랜만에 실컷웃은 영화입니다,10
돈많이써야좋은영화는 아니네요 연기력 ㅎㄷㄷ 합니다,9
"정보화시대로 휴대폰 소재로 재미나게 풀어나가는 모습을 보며, 이 시대에 맞는 트렌드라고 생각합니다. 연기 좋고 스토리도 좋았습니다. 제목  그대로 완벽한 타인은  없는 것 같습니다. 영화에 나오는 언동이 공감이 많이...",9
노뜬금으로 명언 날리는 게 오글거림,1
평점9까진아님....,1
대단한걸 기대했는데 사소한걸로 서로 북치고 장구치고 난리법석을 떠네,1
"한국식 가식과 위선 인간관계에 익숙한 사람들에게는 너무나 재미있는 명작이고, 담백하고 거짓없는 인간관계가 맞다고 보는 사람들에게는 쓰레기 영화. 호불호가 엄청나게 갈리던데 그런 이유가 아닌가 한다.",1
아침드라마부터 일일드라마 그리고 10시 드라마까지 한번에 정주행 한 느낌?,1
예능때문인가왜케 이서진 연기 어색하죠ㅠㅠ,8
저급하고 시대뒤떨어진영화전혀 신선하지않고  피식하고나오는 쓴웃음뿐딱그정도의영화,1
닝바닝이겠지만 최악이었음,1
박민수 대~박 아 진심 빵터졌다ㅎㅎㅎㅎ아 이영화 재밌네ㅋㅋㅋㅋ,10
역시 감칠맛나는 유해진. 믿고봤다. 57세 키티녀는 진짜 ㅋㅋㅋㅋ,7
"인간 본성의 본질적 민낯을 보여주려는 압축된 스토리는 이해되지만, 비윤리적 주인공들의 특이성이 세상은 이미 그렇고 그렇다는 식의 보편성으로 인식될 수도 있다는 우려가 든다, 물론 기우겠지만",6
쓰레기같은영화닿ㅎㅎ,1
말끝마다 욕설에 저질 막장 영화..,1
이런 거 처음 남겨보는 것 같은데.. 내가 좋아하는 배우들이 대거 출연해서 설레는 마음으로 봤다가 시바알...기분 드러워서 아... 안 본 눈 팔면 진심 사고 싶다.제작진들 벽 보고 손 들어.,1
이렇게 거지 같을수가 동성애 미혼모 정당화 오진다,1
마무리야 그렇다쳐도 그 장면에서 설마설마했는데 ㅠㅠ 반가움보단 어이없었습니다. 초중반에 메세지가 직관적이고 재미있어서 좋았는데 후반에 망,6
기분 더러워지고 불쾌한 영화,1
약자에 대한 혐오만 가득한 영화. 보면서 화나고 하나도 안재밌음. 저급함,1
진짜 돈 시간 너무 아까운 영화 차라리 두시간동안 벽을 보고 서있는 게 나을듯... 배우들 연기가 너무 아까운 쓰레기같은 스토리네요,1
솔직히 답답하다 현실적으로 본다면 결혼은 안해야한다 .... 솔직히 결혼은 비밀이야???,1
조진웅을 좋아하는 사람으로써..좋은 배우 가지고 이런 영화를ㅠ연기력때문에 그나마 살아 남아가고 있는 영화ㅠ특히 이서진 정말 안어울린다ㅠ,1
이해불가평점 대체왜?,1
전혀 어른스럽지 못한 이들을 내세운 쓰레기 영화,1
하튼 한국인들이 재밌다는건 보면 다 재미없어... 해운대 부산행 명량 히말라야 신과함께 앞으론 믿고 거른다,2
왜 굳이 봐야하는지....평점이 왜 좋은지 모르겠는 영화...그냥 유해진이랑 조진웅이 살린영화,1
"불륜미화, 동성애 희화화, 여혐까지 환장의 콜라보;쓰레기 영화",1
극단적인 현실반영인것 같다. 한국남성과 한국여성의 현실. 현실을 그대로 투영해서 비꼬는 것이 감독의 의도이길 바란다. 블랙코미디가 단순히 코미디로 소비되는 것만 같다. 선명한 의도를 내비쳤으면 속이 더 후련했을텐데,6
처음에는 재밋었는데 보면 볼 수록 재미가 없었다,6
딱 킬타임용. 웃긴장면 몇개있긴했지만 중간중간 끼워넣은 교훈주려는 듯한 대화들 넘 식상  영화흐름이 뚝뚝 끊기는 느낌  그냥 끝까지 막장소동극이었음 더 니았을거같아 아쉬움,7
영화관에서 이렇게 다같이 웃은적 첨,10
이서진 같은 남자 극혐이다 진짜,1
"소설 원작이라 그런지 스토리가 탄탄. 우린 타인을 다 안다고 생각하지만 각자 비밀의 면모를 품고 사는듯. 동성애도 편견 가득한 사회 시선을 현실적으로 표현. 사실 우리 자신을 누구보다 잘 아는 것은, 가족도 애인도 ...",10
재밌게 봤지만 저 중에 누구도 되고싶지 않은.. 하지만 분명 저 중에 누군가일ㅋ 스스로를 인정하게 되는 찝찝함이 매력적인 영화,10
이 영화를 보고 나도 남편도 이 게임 해보자란말을 서로 하지 않는다..ㅋ ㅋㅋ,10
제목이 다했네. 우리 모두는 완벽한 타인일 뿐,9
파국을 보고나서 마지막 다들 사이 좋은 결말을 보니 뭔가 더 슬프고 기분이 묘했어요 ㅜㅜ 연출이 참 좋네요,10
와...쩐다 이영화...,10
조진웅같은 남편 ㅠㅠ 현실에 진짜 있을까;;;,10
염정아 너무웃김ㅋㅋㅋ 쓰앵님 외치던 사람  맞냐고,10
평점 위에꺼만 보고 봤다가 똥 씹은 기분이었음 내 기준 최악,1
영화 스토리 만들려고 했는지 억지스러운 장면.대사들이 좀 있다.,5
기분 더러운 영화 찝찝하다,1
으 정말 보고나면 으 라는 말이 나온다,1
연출이 넘 구려서 그런지 배우들까지 전부다 어색하고 오글거리고 ㅋㅋㅋ,1
내인생 역대 최악의 재미없는영화,2
정신병자들 얘기....,2
그냥 그런데.. 왜 이렇게 인기 좋아?,6
별로댜 진심 이서진연기도 별로고 다,1
뭐가 웃긴건지...진심 보는 내내 그냥 웃음이라곤 헛 웃음밖에 없었음...0점은 없음?,1
중간중간 말장난은 웃겼으나 딱 그 뿐,1
보는 내내 너무 불편했음. 중간중간 웃긴 장면들 덕에 지루하지는 않았지만 짜증나고 불편했음. 그중에 결말이 제일 불편했다.... 거지같은 결말. 하...파리의 연인인가...,2
이게 왜 평점이 좋은지 하나도 이해안간다 평점에 낚여 영화 보았으나 정말 지루하고 불륜에 뒷담화에 기분 더러운 얘기들이 소재인데 이게 어디가 재밌다는건지?지루하고 기분만 상하고 나왔다,1
보는 내내 마음이 불편했던 영화,1
누구나 3개의 삶은 살아간다..? 감독아 대중들에게 심어줄 철학 개똥같이 만들었네 ㅋㅋㅋ 누구나 3개의 삶이 불륜하면서 떡치는 거냐?ㅋ 잘도 만들었네 스토리 교훈도 없고,1
극혐-??-??-??,1
너무 추악하고 더러운 모습들로 가득찬 영화를 보는 내내 불편했다. 어쩌면 너무 현실적이라서 마주하고 싶지 않은 내용이었을지도.,6
노잼인데 ....왜지밌다고말하는건지 이해가안가네ㅠㅠ,1
올해본 최악!!의영화. 이서진연기에 손발 오그라들고 돈도 시간도 아까운영화!,1
개재밌네....장소이동 없이 앉아서 얘기만 하는데도 영화가 재밌을 수 있구나...,8
좁아터진 집안에서 작위적인 설정들의 향연,1
캐릭터 하나하나 이기적이며 공감안되 너무 불편하게본 영화.,1
평점에 속았다 최악이다,1
내 인생 최악 영화 유쾌한 내용인줄 알았는데 불쾌,1
진짜 기분더러워지는 영화,1
보는내내 불쾌한 영화.. 진짜 댓글 믿을게 못된다.,1
쓸모없는 감정소모영화,1
보고나면 불쾌함만 남는 영화,1
대체..별점 무슨 일이지. 기분 망치기 딱 좋은 최악의 영화다. 주제와 어긋난 서사구조에(왜 이야기를 쓰기 전에 개요부터 준비해야하는지 알 수 있습니다)  웃기려고 던지는 농담들은 대부분 섹드립이나 비하발언이고 마지...,1
재밌긴 개뿔 존나 결혼 안함,1
댓글 알바들과 검색 사이트 영화 별점 관리 하시느라밤낮으로 개고생하시는 영화 마케팅 대행사 팀들 수고많으십니다 이런 완성도 낮은 영화를 뻥튀겨서국민들을 속여서 극장으로 오게하느라 수고많으십니다당신들 정말 한국영화의 ...,1
그냥하는게 더나을거같았다. 남자들에게만 해피엔딩이네,1
"헐. 배우들 읻고,기대하고 봤는데...출연한 배우들이 아깝다영화? 영화는 무슨 ㅡㅡ;;",1
완전 억지스럽고 노잼인데...평점 뭐지,1
ㅈ같다 이딴 영화가 있다는게,1
평점 진짜 조작같네 이따위영화가 500만 ㅡㅡ,4
"이 영화의 시사점이 무엇인가? 공적인삶, 개인적인삶, 비밀의 삶? 이 영화 재미 없고.. 왜 평점이 높은건가? 나만 이렇게 생각하나?? 알바생들 넘 많이 뿌린듯 하다.. 나는 이 영화 5점만점에 1점도 안된다",2
"뻔한 웃음코드,억지설정,어설픈 연기 뻔한 결말.",1
내취향은 아니다 잼없어,1
"가정 두로 바람피우는 남자에 게이 정체성 희화화, 여자들은 서로 질투하는 역할로 그리다니. 정말 트렌디하지 못하고 무식한 영화",1
가족끼리 보러가지 마세요 영화 상영내내 뛰쳐나오고 싶었음 족같은 점이 너무 많아서 손에 꼽을수도 없음 돈 시간 버리고 스트레스만 ㅈㄴ받았음,1
평점이 터무니 없이 높아서 1점,1
인간의 내면을 관찰한 척 내가 잘 알고 있던 사람들 조차도 모르는 비밀의 자아가 있다는 둥 타인의 모습을 보인다는 둥 어줍잖은 훈계에 유머코드조차 예전 방식을 벗어나지 못한 저질스러운 영화,1
기분이 더럽다. 보다가 몇번을 욕했다. 전혀 안웃기고 개그코드가 저급하다. 여자들마인드도 한심하다. 남자들은 참 여러모로 심란하다. 그냥 전체적으로 최악 그자체,1
영화관에서잤다 돈아까워 노잼,1
와! 이영화 보고 왜  기분이 꿀꿀 하지이런 기분  처음 이네,1
이거 재밌다는 사람들 참...남편과 저 둘다 보면서 중간중간 웃낀건 있었지만굳이 큰화면으로 극장서 볼 스케일인가 싶어돈이 아까웠구요..이게 바람바람바람이랑다를바없는 영화네요~결국은 불륜을 했다는거고 모르는게 약이다속...,1
"이게 별로라는사람은 불륜하고있는 유부남,유부녀 100퍼다",10
